 
****************************************
Report : power
        -net
        -analysis_effort low
        -sort_mode net_switching_power
Design : MYFIR_PIPED_UNFOLDED
Version: O-2018.06-SP4
Date   : Tue Nov 17 14:31:22 2020
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /software/dk/nangate45/synopsys/NangateOpenCellLibrary_typical_ecsm_nowlm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
MYFIR_PIPED_UNFOLDED   5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      a  -  Switching activity information annotated on net
      d  -  Default switching activity information on net

                             Total      Static   Toggle   Switching
Net                          Net Load   Prob.    Rate     Power      Attrs
DATAPATH_state_vector[47]     34.956    0.367    0.0040      0.0841  a
CU_INPUTS_n4                   6.016    0.857    0.0225      0.0818  a
DATAPATH_state_vector[16]     26.841    0.500    0.0049      0.0801  a
DATAPATH_state_vector[40]     26.841    0.428    0.0049      0.0801  a
DATAPATH_state_vector[67]     32.470    0.425    0.0040      0.0781  a
DATAPATH_state_vector[68]     32.470    0.425    0.0040      0.0781  a
DATAPATH_state_vector[71]     32.470    0.441    0.0040      0.0781  a
DATAPATH_state_vector[32]     26.841    0.474    0.0048      0.0779  a
CU_INPUTS_n12                  6.089    0.884    0.0208      0.0767  a
DATAPATH_state_vector[56]     26.841    0.460    0.0047      0.0757  a
DATAPATH_state_vector[10]     23.978    0.473    0.0049      0.0716  a
DATAPATH_state_vector[13]     23.978    0.473    0.0049      0.0716  a
DATAPATH_cnt_in_n1             2.542    0.181    0.0463      0.0713  a
CU_INPUTS_N74                  1.438    0.419    0.0814      0.0708  a
DATAPATH_state_vector[64]     24.355    0.415    0.0048      0.0707  a
CU_INPUTS_n21                  1.940    0.386    0.0599      0.0703  a
DATAPATH_state_vector[14]     23.978    0.491    0.0048      0.0696  a
load_res2                      6.260    0.092    0.0184      0.0696  a
DATAPATH_cnt_in_n13            6.114    0.357    0.0185      0.0684  a
DATAPATH_cnt_out[0]            6.095    0.643    0.0185      0.0682  a
tc_cnt_in                      6.110    0.157    0.0184      0.0679  a
tc_cnt_mux                     6.067    0.092    0.0184      0.0674  a
CU_OUTPUTS_n2                  6.196    0.724    0.0178      0.0668  a
DATAPATH_state_vector[24]     26.841    0.458    0.0041      0.0668  a
DATAPATH_state_vector[48]     26.841    0.444    0.0041      0.0668  a
CU_OUTPUTS_n4                  5.924    0.908    0.0184      0.0658  a
DATAPATH_state_vector[11]     23.978    0.520    0.0045      0.0656  a
DATAPATH_state_vector[12]     23.978    0.520    0.0045      0.0656  a
DATAPATH_state_vector[75]     21.881    0.470    0.0048      0.0635  a
DATAPATH_state_vector[76]     21.881    0.470    0.0048      0.0635  a
DATAPATH_input_buffer1_n45     1.980    0.498    0.0519      0.0622  a
DATAPATH_input_buffer1_n37     1.972    0.500    0.0519      0.0620  a
DATAPATH_input_buffer1_n44     1.980    0.520    0.0517      0.0619  a
DATAPATH_input_buffer1_n36     1.972    0.521    0.0517      0.0616  a
DATAPATH_state_vector[15]     23.978    0.499    0.0042      0.0616  a
DATAPATH_input_buffer1_n42     1.980    0.467    0.0514      0.0616  a
CU_INPUTS_N73                  1.438    0.680    0.0707      0.0615  a
DATAPATH_input_buffer1_n34     1.972    0.468    0.0514      0.0613  a
DATAPATH_input_buff_out1[3]    1.909    0.500    0.0519      0.0600  a
DATAPATH_input_buffer1_n48     1.980    0.526    0.0500      0.0599  a
DATAPATH_state_vector[78]     21.881    0.440    0.0045      0.0599  a
DATAPATH_state_vector[79]     21.881    0.455    0.0045      0.0599  a
DATAPATH_input_buffer1_n40     1.972    0.527    0.0500      0.0597  a
DATAPATH_input_buff_out1[4]    1.909    0.478    0.0517      0.0597  a
DATAPATH_input_buffer1_n46     1.980    0.498    0.0498      0.0596  a
DATAPATH_input_buff_out1[6]    1.909    0.532    0.0514      0.0594  a
DATAPATH_input_buffer1_n38     1.972    0.500    0.0498      0.0594  a
DATAPATH_input_buffer1_n47     1.980    0.487    0.0492      0.0590  a
DATAPATH_input_buffer1_n39     1.972    0.489    0.0492      0.0587  a
DATAPATH_input_buff_out1[0]    1.909    0.473    0.0500      0.0578  a
CU_OUTPUTS_n1                  5.349    0.725    0.0178      0.0577  a
DATAPATH_input_buff_out1[2]    1.909    0.500    0.0498      0.0575  a
DATAPATH_input_buffer1_n43     1.980    0.496    0.0476      0.0570  a
DATAPATH_input_buff_out1[1]    1.909    0.511    0.0492      0.0568  a
DATAPATH_input_buffer1_n35     1.972    0.497    0.0476      0.0567  a
DATAPATH_state_vector[8]      18.568    0.473    0.0049      0.0554  a
DATAPATH_input_buff_out1[5]    1.909    0.503    0.0476      0.0549  a
DATAPATH_state_vector[74]     21.881    0.429    0.0041      0.0544  a
DATAPATH_state_vector[77]     21.881    0.429    0.0041      0.0544  a
state_load                     2.010    0.275    0.0441      0.0537  a
CU_INPUTS_n16                  1.940    0.745    0.0455      0.0534  a
DATAPATH_input_buff_out2[0]    5.944    0.563    0.0147      0.0527  a
DATAPATH_input_buff_out2[1]    5.944    0.563    0.0147      0.0527  a
DATAPATH_input_buff_out2[2]    5.944    0.563    0.0147      0.0527  a
